Vertices
112413
3961318
521123
1638553
375319
9684437
261742
52256842
386271
465372
5899411
1040404
23422859
18049020
388443
292651
1112639
292834
103630
1981304
1329
2068060
785609
182242
649136
1841609
80533
154661
2197729
679438
18957842
56679783
12651501
1235524
240799
2666562
6834267
12544907
12544931
22939480
2253818
12764985
18317545
12696108
18399009
Edges
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
18399009;12696108
12696108;18399009
18399009;12696108
12696108;18399009
12696108;18399009
18399009;12696108
18399009;12696108
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
12696108;18399009
12696108;18399009
18399009;12696108
18399009;12696108
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
12696108;18399009
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
18399009;12696108
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
12696108;18399009
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
18399009;12696108
12696108;18399009
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
18399009;12696108
12696108;18399009
18399009;12696108
12696108;18399009
12696108;18399009
18399009;12696108
18399009;12696108
12696108;18399009
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
18399009;12696108
12696108;18399009
12696108;18399009
18399009;12696108
18399009;12696108
12696108;18399009
18399009;12696108
12696108;18399009
12696108;18399009
18399009;12696108
18399009;12696108
12696108;18399009
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
18399009;12696108
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
12696108;18399009
12696108;18399009
18399009;12696108
18399009;12696108
12696108;18399009
12696108;18399009
18399009;12696108
18399009;12696108
12696108;18399009
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
18399009;12696108
12696108;18399009
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
18399009;12696108
12696108;18399009
18399009;12696108
12696108;18399009
12696108;18399009
18399009;12696108
18399009;12696108
12696108;18399009
12696108;18399009
18399009;12696108
18399009;12696108
12696108;18399009
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
18399009;12696108
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
12696108;18399009
12696108;18399009
18399009;12696108
18399009;12696108
12696108;18399009
18399009;12696108
12696108;18399009
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
18399009;12696108
12696108;18399009
12696108;18399009
18399009;12696108
18399009;12696108
12696108;18399009
18399009;12696108
12696108;18399009
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
18399009;12696108
12696108;18399009
18399009;12696108
12696108;18399009
12696108;18399009
18399009;12696108
18399009;12696108
12696108;18399009
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
18399009;12696108
12696108;18399009
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
18399009;12696108
12696108;18399009
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
5899411;23422859
23422859;5899411
12696108;18399009
18399009;12696108
5899411;23422859
23422859;5899411
1040404;1638553
1638553;1040404
5899411;23422859
23422859;5899411
12696108;18399009
18399009;12696108
18399009;12696108
12696108;18399009
18399009;12696108
12696108;18399009
12696108;18399009
18399009;12696108
292651;1841609
1841609;292651
292651;52256842
52256842;292651
18399009;12696108
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
12696108;18399009
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
18399009;12696108
12696108;18399009
12696108;18399009
18399009;12696108
18399009;12696108
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
12696108;18399009
12696108;18399009
18399009;12696108
18399009;12696108
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
12696108;18399009
12696108;18399009
18399009;12696108
18399009;12696108
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
12696108;18399009
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
18399009;12696108
12696108;18399009
12696108;18399009
18399009;12696108
18399009;12696108
12696108;18399009
12696108;18399009
18399009;12696108
18399009;12696108
12696108;18399009
18399009;12696108
18399009;292651
12696108;18399009
12696108;292651
292651;18399009
292651;12696108
18399009;12696108
12696108;18399009
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
18399009;12696108
12696108;18399009
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
18399009;12696108
12696108;18399009
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
18399009;12696108
12696108;18399009
23422859;5899411
5899411;23422859
5899411;23422859
23422859;5899411
521123;1040404
1040404;521123
1040404;1638553
1638553;1040404
465372;22939480
22939480;465372
18399009;12696108
12696108;18399009
12696108;18399009
18399009;12696108
18399009;12696108
12696108;18399009
18399009;12696108
12696108;18399009
12696108;18399009
18399009;12696108
18399009;12696108
12696108;18399009
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
18399009;12696108
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
12696108;18399009
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
18399009;12696108
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
12696108;18399009
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
18399009;12696108
12696108;18399009
12696108;18399009
18399009;12696108
2253818;5899411
5899411;2253818
2068060;18957842
18957842;2068060
18399009;12696108
12696108;18399009
292651;52256842
52256842;292651
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
18399009;12696108
12696108;18399009
12696108;18399009
18399009;12696108
18399009;12696108
12696108;18399009
18399009;12696108
12696108;18399009
18399009;12696108
12696108;18399009
12696108;18399009
18399009;12696108
9684437;2253818
2253818;9684437
9684437;2253818
2253818;9684437
9684437;2253818
2253818;9684437
9684437;2253818
2253818;9684437
2253818;9684437
9684437;2253818
292651;1638553
1638553;292651
2253818;5899411
5899411;2253818
521123;182242
182242;521123
182242;521123
521123;182242
